"id"	"label"	"description"	"x"	"y"	"cluster"	"weight<EU pub.>"	"weight<Total  link strength>"	"weight<Mur pub.>"	"weight<Spain pub.>"	"weight<Links>"
61	61	"<table><tr><td>Micro-level field:</td><td>61</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>vaccine; international journal of cancer; plos one; gynecologic oncology; journal of lower genital tract disease</td></tr><tr><td>Terms:</td><td>cervical cancer; hpv; human papillomavirus type; cervical intraepithelial neoplasia; hpv vaccination</td></tr></table>"	"-0.9221"	"-0.1869"	2	11028	389933	26	908	2666
356	356	"<table><tr><td>Micro-level field:</td><td>356</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>fertility and sterility; human reproduction; gynecological endocrinology; reproductive biomedicine online; journal of clinical endocrinology & metabolism</td></tr><tr><td>Terms:</td><td>polycystic ovary syndrome; insulin resistance; pco; hirsutism; hyperandrogenism</td></tr></table>"	"-0.8519"	"-0.1023"	2	6932	340899	26	767	2262
505	505	"<table><tr><td>Micro-level field:</td><td>505</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>american journal of pharmaceutical education; american journal of health-system pharmacy; research in social & administrative pharmacy; journal of the american pharmacists association; international journal of clinical pharmacy</td></tr><tr><td>Terms:</td><td>polypharmacy; adverse drug reaction; inappropriate medication; pharmacovigilance; pharmaceutical care</td></tr></table>"	"-0.6549"	"0.3161"	2	6358	242692	26	657	2277
584	584	"<table><tr><td>Micro-level field:</td><td>584</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of immunology; plos one; journal of biological chemistry; frontiers in immunology; fish & shellfish immunology</td></tr><tr><td>Terms:</td><td>toll; cd14; cpg oligodeoxynucleotide; tlr4; cpg</td></tr></table>"	"-0.759"	"-0.2014"	2	5086	907293	26	332	2559
3464	3464	"<table><tr><td>Micro-level field:</td><td>3464</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>molecules; journal of agricultural and food chemistry; journal of ethnopharmacology; food chemistry; phytotherapy research</td></tr><tr><td>Terms:</td><td>carnosic acid; perilla frutescen; carnosol; orthosiphon stamineus; rosemary extract</td></tr></table>"	"-0.6391"	"-0.4001"	2	319	62784	26	102	1703
260	260	"<table><tr><td>Micro-level field:</td><td>260</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>lupus; rheumatology; journal of rheumatology; arthritis & rheumatism-arthritis care & research; annals of the rheumatic diseases</td></tr><tr><td>Terms:</td><td>antiphospholipid syndrome; lupus nephritis; systemic lupus erythematosus; sle; glycoprotein</td></tr></table>"	"-0.8608"	"-0.1417"	2	7561	407622	25	1165	2412
46	46	"<table><tr><td>Micro-level field:</td><td>46</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of urology; bju international; urology; european urology; international journal of radiation oncology biology physics</td></tr><tr><td>Terms:</td><td>prostate biopsy; active surveillance; laparoscopic radical prostatectomy; prostate brachytherapy; robot</td></tr></table>"	"-0.9219"	"-0.1575"	2	12390	421213	25	938	2668
254	254	"<table><tr><td>Micro-level field:</td><td>254</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>helicobacter; world journal of gastroenterology; alimentary pharmacology & therapeutics; digestive diseases and sciences; journal of gastroenterology and hepatology</td></tr><tr><td>Terms:</td><td>helicobacter pylori; caga; eradication; urea breath test; antibiotic resistance</td></tr></table>"	"-0.7935"	"-0.2075"	2	6702	347178	25	640	2677
905	905	"<table><tr><td>Micro-level field:</td><td>905</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>molecular genetics and metabolism; journal of inherited metabolic disease; orphanet journal of rare diseases; plos one; molecular genetics and metabolism reports</td></tr><tr><td>Terms:</td><td>fabry disease; enzyme replacement therapy; pompe disease; fabry; mucopolysaccharidose</td></tr></table>"	"-0.7765"	"-0.207"	2	5770	209134	25	625	2168
382	382	"<table><tr><td>Micro-level field:</td><td>382</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>resuscitation; american journal of emergency medicine; critical care medicine; circulation; therapeutic hypothermia and temperature management</td></tr><tr><td>Terms:</td><td>hospital cardiac arrest; cardiopulmonary resuscitation; survival; resuscitation; therapeutic hypothermia</td></tr></table>"	"-0.86"	"0.0978"	2	6791	222709	25	547	2448
646	646	"<table><tr><td>Micro-level field:</td><td>646</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>neuroendocrinology; journal of nuclear medicine; pancreas; european journal of nuclear medicine and molecular imaging; endocrine-related cancer</td></tr><tr><td>Terms:</td><td>neuroendocrine tumor; multiple endocrine neoplasia type; insulinoma; management; somatostatin receptor</td></tr></table>"	"-0.9479"	"-0.1648"	2	7189	218473	25	517	2083
1217	1217	"<table><tr><td>Micro-level field:</td><td>1217</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>value in health; international journal of technology assessment in health care; pharmacoeconomics; medical decision making; quality of life research</td></tr><tr><td>Terms:</td><td>economic evaluation; cost effectiveness analysis; health technology assessment; priority setting; health state</td></tr></table>"	"-0.7103"	"0.2511"	2	5918	219379	25	503	2316
518	518	"<table><tr><td>Micro-level field:</td><td>518</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>ieee engineering in medicine and biology society conference proceedings; american journal of physiology-heart and circulatory physiology; autonomic neuroscience-basic & clinical; journal of applied physiology; computing in cardiology conference</td></tr><tr><td>Terms:</td><td>heart rate variability; baroreflex sensitivity; hrv; respiratory; cardiac autonomic modulation</td></tr></table>"	"-0.6895"	"0.1734"	2	5487	367744	25	478	2775
982	982	"<table><tr><td>Micro-level field:</td><td>982</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>journal of ethnopharmacology; journal of ethnobiology and ethnomedicine; indian journal of traditional knowledge; south african journal of botany; pakistan journal of botany</td></tr><tr><td>Terms:</td><td>ethnobotanical study; traditional knowledge; malaria; wild edible plant; indigenous knowledge</td></tr></table>"	"-0.5968"	"-0.3967"	2	2512	273621	25	345	2694
1439	1439	"<table><tr><td>Micro-level field:</td><td>1439</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Physical sciences and engineering</td></tr><tr><td>Sources:</td><td>physics in medicine and biology; medical physics; nuclear instruments & methods in physics research section a-accelerators spectrometers detectors and associated equipment; ieee nuclear science symposium and medical imaging conference; international journal of radiation oncology biology physics</td></tr><tr><td>Terms:</td><td>carbon ion radiotherapy; relative biological effectiveness; proton therapy; carbon ion; dna damage</td></tr></table>"	"0.0104"	"-0.3645"	2	4002	129932	25	206	2060
1691	1691	"<table><tr><td>Micro-level field:</td><td>1691</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>nucleic acids research; plos one; proceedings of the national academy of sciences of the united states of america; rna; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>rna interference; rnai; small interfering rna; piwi; short hairpin rna</td></tr></table>"	"-0.6937"	"-0.2482"	2	2171	429371	25	135	2282
351	351	"<table><tr><td>Micro-level field:</td><td>351</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of urology; urology; bju international; journal of endourology; european urology</td></tr><tr><td>Terms:</td><td>metastatic renal cell carcinoma; sunitinib; partial nephrectomy; sorafenib; kidney cancer</td></tr></table>"	"-0.926"	"-0.1807"	2	6937	340989	24	826	2225
1205	1205	"<table><tr><td>Micro-level field:</td><td>1205</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>blood; leukemia & lymphoma; british journal of haematology; leukemia; haematologica</td></tr><tr><td>Terms:</td><td>chronic lymphocytic leukemia; cll; hairy cell leukemia; waldenstrom macroglobulinemia; waldenstrom</td></tr></table>"	"-0.8983"	"-0.2307"	2	4626	222359	24	650	1868
462	462	"<table><tr><td>Micro-level field:</td><td>462</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>vaccines; vaccine; human vaccines & immunotherapeutics; plos one; frontiers in immunology</td></tr><tr><td>Terms:</td><td>vaccine hesitancy; third dose; influenza vaccination; bnt162b2 vaccine; chadox1</td></tr></table>"	"-0.7003"	"-0.0732"	2	5959	317240	24	591	2448
274	274	"<table><tr><td>Micro-level field:</td><td>274</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>psycho-oncology; supportive care in cancer; quality of life research; european journal of cancer care; cancer nursing</td></tr><tr><td>Terms:</td><td>hospital anxiety; depression scale; cancer recurrence; response shift; sexuality</td></tr></table>"	"-0.7505"	"0.2016"	2	8130	514059	24	533	2390
495	495	"<table><tr><td>Micro-level field:</td><td>495</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of the american society of echocardiography; echocardiography-a journal of cardiovascular ultrasound and allied techniques; american journal of cardiology; international journal of cardiovascular imaging; international journal of cardiology</td></tr><tr><td>Terms:</td><td>diabetic cardiomyopathy; myocardial performance index; dimensional speckle tracking echocardiography; left ventricular mass; strain rate imaging</td></tr></table>"	"-0.9001"	"-0.0113"	2	6778	412816	24	453	2200
1347	1347	"<table><tr><td>Micro-level field:</td><td>1347</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>gynecologic oncology; international journal of gynecological cancer; european journal of gynaecological oncology; archives of gynecology and obstetrics; journal of minimally invasive gynecology</td></tr><tr><td>Terms:</td><td>endometrial hyperplasia; myometrial invasion; early stage endometrial cancer; postmenopausal bleeding; outpatient hysteroscopy</td></tr></table>"	"-0.9623"	"-0.1665"	2	3264	149793	24	383	1742
1412	1412	"<table><tr><td>Micro-level field:</td><td>1412</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; antioxidants & redox signaling; free radical biology and medicine; biochemistry; biochemical and biophysical research communications</td></tr><tr><td>Terms:</td><td>peroxiredoxin; protein disulfide isomerase; thioredoxin reductase; glutaredoxin; saccharomyces cerevisiae</td></tr></table>"	"-0.6794"	"-0.2825"	2	3361	448759	24	353	2395
1069	1069	"<table><tr><td>Micro-level field:</td><td>1069</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>annals of surgical oncology; lymphatic research and biology; ejso; breast cancer research and treatment; lymphology</td></tr><tr><td>Terms:</td><td>lymphedema; sentinel lymph node; breast cancer related lymphedema; axillary lymph node dissection; lymphoscintigraphy</td></tr></table>"	"-0.9485"	"-0.1448"	2	4025	138737	24	350	2089
1189	1189	"<table><tr><td>Micro-level field:</td><td>1189</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>childs nervous system; journal of neurosurgery; world neurosurgery; journal of neurosurgery-pediatrics; neurosurgery</td></tr><tr><td>Terms:</td><td>idiopathic normal pressure hydrocephalus; endoscopic third ventriculostomy; third ventricle; ventriculoperitoneal shunt; colloid cyst</td></tr></table>"	"-0.8913"	"0.0433"	2	3648	138323	24	328	2050
1790	1790	"<table><tr><td>Micro-level field:</td><td>1790</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>clinical chemistry; clinical chemistry and laboratory medicine; clinica chimica acta; international journal of cardiology; journal of the american college of cardiology</td></tr><tr><td>Terms:</td><td>cardiac troponin; high sensitivity cardiac; ischemia modified albumin; heart type fatty acid binding protein; albumin</td></tr></table>"	"-0.9033"	"-0.0047"	2	2776	138250	24	293	1897
1136	1136	"<table><tr><td>Micro-level field:</td><td>1136</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>pediatric blood & cancer; journal of adolescent and young adult oncology; cancer; psycho-oncology; journal of pediatric oncology nursing</td></tr><tr><td>Terms:</td><td>childhood cancer; acute lymphoblastic leukemia; childhood leukemia; adult survivor; pediatric cancer</td></tr></table>"	"-0.8094"	"0.0719"	2	3970	246403	24	255	2091
463	463	"<table><tr><td>Micro-level field:</td><td>463</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>aids; journal of antimicrobial chemotherapy; jaids-journal of acquired immune deficiency syndromes; antimicrobial agents and chemotherapy; antiviral therapy</td></tr><tr><td>Terms:</td><td>integrase; reverse transcriptase; human plasma; etravirine; integrase inhibitor</td></tr></table>"	"-0.6832"	"-0.1994"	2	8093	317429	23	1435	2397
404	404	"<table><tr><td>Micro-level field:</td><td>404</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of urology; european urology; bju international; urologic oncology-seminars and original investigations; urology</td></tr><tr><td>Terms:</td><td>bladder cancer; patient; radical cystectomy; muscle invasive bladder cancer; urothelial carcinoma</td></tr></table>"	"-0.9227"	"-0.18"	2	7773	265629	23	1183	2277
278	278	"<table><tr><td>Micro-level field:</td><td>278</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of periodontology; journal of clinical periodontology; journal of periodontal research; journal of dental research; periodontology 2000</td></tr><tr><td>Terms:</td><td>porphyromonas gingivalis; periodontitis; aggregatibacter actinomycetemcomitan; rheumatoid arthritis; halitosis</td></tr></table>"	"-0.7195"	"-0.145"	2	6977	480820	23	677	2758
199	199	"<table><tr><td>Micro-level field:</td><td>199</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>transfusion; vox sanguinis; transfusion and apheresis science; transfusion medicine; transfusion clinique et biologique</td></tr><tr><td>Terms:</td><td>tranexamic acid; aprotinin; acute lung injury; blood donation; blood transfusion</td></tr></table>"	"-0.8889"	"0.0075"	2	8587	296499	23	596	2477
612	612	"<table><tr><td>Micro-level field:</td><td>612</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>amyotrophic lateral sclerosis and frontotemporal degeneration; amyotrophic lateral sclerosis; neurology; muscle & nerve; plos one</td></tr><tr><td>Terms:</td><td>amyotrophic lateral sclerosis; tdp; sod1; g93a; motor neuron disease</td></tr></table>"	"-0.7618"	"-0.1718"	2	7296	468322	23	551	2625
521	521	"<table><tr><td>Micro-level field:</td><td>521</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>implementation science; bmc health services research; health research policy and systems; journal of evaluation in clinical practice; bmj open</td></tr><tr><td>Terms:</td><td>implementation science; knowledge translation; research utilization; fidelity; process evaluation</td></tr></table>"	"-0.5224"	"0.5057"	2	6029	392573	23	304	2329
1192	1192	"<table><tr><td>Micro-level field:</td><td>1192</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>carcinogenesis; cancer epidemiology biomarkers & prevention; chemical research in toxicology; plos one; mutation research-fundamental and molecular mechanisms of mutagenesis</td></tr><tr><td>Terms:</td><td>gstm1; heterocyclic aromatic amine; glutathione s transferase</td></tr></table>"	"-0.6932"	"-0.2769"	2	3409	275973	23	300	2534
58	58	"<table><tr><td>Micro-level field:</td><td>58</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>schizophrenia research; psychiatry research; schizophrenia bulletin; psychological medicine; early intervention in psychiatry</td></tr><tr><td>Terms:</td><td>delusion; untreated psychosis; auditory hallucination; schizotypy; negative symptom</td></tr></table>"	"-0.5033"	"0.4943"	2	15597	656840	22	2009	2461
430	430	"<table><tr><td>Micro-level field:</td><td>430</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Social sciences and humanities</td></tr><tr><td>Sources:</td><td>journal of attention disorders; journal of the american academy of child and adolescent psychiatry; journal of child and adolescent psychopharmacology; journal of abnormal child psychology; european child & adolescent psychiatry</td></tr><tr><td>Terms:</td><td>methylphenidate; attention deficit hyperactivity disorder; adhd; atomoxetine; adult adhd</td></tr></table>"	"-0.4767"	"0.5205"	2	6578	441550	22	948	2404
271	271	"<table><tr><td>Micro-level field:</td><td>271</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>stem cell research & therapy; cytotherapy; plastic and reconstructive surgery; stem cells international; stem cells and development</td></tr><tr><td>Terms:</td><td>fat grafting; stromal vascular fraction; knee osteoarthritis; mesenchymal stromal cell; breast reconstruction</td></tr></table>"	"-0.8337"	"-0.1364"	2	6765	945628	22	652	2716
576	576	"<table><tr><td>Micro-level field:</td><td>576</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of maternal-fetal & neonatal medicine; diabetes care; bmc pregnancy and childbirth; american journal of obstetrics and gynecology; obstetrics and gynecology</td></tr><tr><td>Terms:</td><td>gestational weight gain; gestational diabetes mellitus; gdm; shoulder dystocia; lifestyle intervention</td></tr></table>"	"-0.7998"	"0.016"	2	5462	337022	22	626	2285
560	560	"<table><tr><td>Micro-level field:</td><td>560</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>biological trace element research; environmental research; science of the total environment; environmental science and pollution research; environmental health perspectives</td></tr><tr><td>Terms:</td><td>cadmium exposure; blood lead level; cadmium; lead acetate; urinary cadmium</td></tr></table>"	"-0.5085"	"-0.2382"	2	3094	427399	22	609	3034
826	826	"<table><tr><td>Micro-level field:</td><td>826</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of virology; journal of clinical virology; transplant infectious disease; transplantation proceedings; journal of infectious diseases</td></tr><tr><td>Terms:</td><td>cytomegalovirus infection; cmv; human herpesvirus</td></tr></table>"	"-0.8313"	"-0.1961"	2	5447	230892	22	545	2054
2085	2085	"<table><tr><td>Micro-level field:</td><td>2085</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bmc health services research; british journal of general practice; international journal for quality in health care; journal of general internal medicine; medical care</td></tr><tr><td>Terms:</td><td>trust; patient satisfaction; nursing care; continuity; patient centred care</td></tr></table>"	"-0.5568"	"0.4834"	2	2032	124402	22	184	1630
2572	2572	"<table><tr><td>Micro-level field:</td><td>2572</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>oral oncology; journal of oral pathology & medicine; oral diseases; british dental journal; oral surgery oral medicine oral pathology oral radiology</td></tr><tr><td>Terms:</td><td>oral submucous fibrosis; arecoline; nut; malignant disorder; oral leukoplakia</td></tr></table>"	"-0.9318"	"-0.1895"	2	1204	82901	22	151	2050
127	127	"<table><tr><td>Micro-level field:</td><td>127</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences; Life and earth sciences</td></tr><tr><td>Sources:</td><td>antimicrobial agents and chemotherapy; journal of antimicrobial chemotherapy; journal of clinical microbiology; plos one; international journal of antimicrobial agents</td></tr><tr><td>Terms:</td><td>woman; recurrent urinary tract infection; uropathogenic escherichia coli; extended spectrum beta; extended spectrum beta lactamase producing escherichia coli</td></tr></table>"	"-0.5864"	"-0.2413"	2	10049	512369	21	1504	2768
95	95	"<table><tr><td>Micro-level field:</td><td>95</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of biological chemistry; cell death and differentiation; apoptosis; biochemical and biophysical research communications; oncogene</td></tr><tr><td>Terms:</td><td>trail; apoptosis inducing ligand; fas ligand; apoptotic cell; fas</td></tr></table>"	"-0.7891"	"-0.2418"	2	8833	1267336	21	824	2941
130	130	"<table><tr><td>Micro-level field:</td><td>130</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>critical care medicine; critical care; intensive care medicine; shock; journal of critical care</td></tr><tr><td>Terms:</td><td>fluid responsiveness; cardiac output; hydroxyethyl starch; fluid therapy; vasopressin</td></tr></table>"	"-0.8611"	"-0.0056"	2	9600	567315	21	787	2835
285	285	"<table><tr><td>Micro-level field:</td><td>285</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>epilepsy & behavior; epilepsia; seizure-european journal of epilepsy; epilepsy research; neurology</td></tr><tr><td>Terms:</td><td>synthesis; gabapentin; lamotrigine; pregabalin; human plasma</td></tr></table>"	"-0.7447"	"0.0701"	2	7778	339620	21	697	2501
390	390	"<table><tr><td>Micro-level field:</td><td>390</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>bioorganic & medicinal chemistry letters; journal of biological chemistry; prostaglandins & other lipid mediators; european journal of pharmacology; cancer research</td></tr><tr><td>Terms:</td><td>cox; cyclooxygenase; celecoxib; selective cox; pge</td></tr></table>"	"-0.8027"	"-0.1958"	2	5536	562526	21	655	2671
529	529	"<table><tr><td>Micro-level field:</td><td>529</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>melanoma research; annals of surgical oncology; journal of the american academy of dermatology; american journal of dermatopathology; journal of cutaneous pathology</td></tr><tr><td>Terms:</td><td>braf; vemurafenib; metastatic melanoma; v600e; primary malignant melanoma</td></tr></table>"	"-0.9094"	"-0.2114"	2	6274	397321	21	582	2221
154	154	"<table><tr><td>Micro-level field:</td><td>154</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>cancer research; plos one; clinical cancer research; anticancer research; journal of biological chemistry</td></tr><tr><td>Terms:</td><td>angiopoietin; thrombospondin; lymphangiogenesis; vascular endothelial growth factor receptor; bevacizumab</td></tr></table>"	"-0.8632"	"-0.1833"	2	9036	1121479	21	547	2751
658	658	"<table><tr><td>Micro-level field:</td><td>658</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>heart rhythm; journal of electrocardiology; journal of cardiovascular electrophysiology; annals of noninvasive electrocardiology; circulation</td></tr><tr><td>Terms:</td><td>brugada syndrome; qt interval; long qt syndrome; qt dispersion; pointe</td></tr></table>"	"-0.8689"	"-0.0163"	2	5757	267671	21	532	2280
687	687	"<table><tr><td>Micro-level field:</td><td>687</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>gastric cancer; annals of surgical oncology; surgical endoscopy and other interventional techniques; hepato-gastroenterology; world journal of gastroenterology</td></tr><tr><td>Terms:</td><td>advanced gastric cancer; gastric cancer patient; laparoscopic gastrectomy; distal gastrectomy</td></tr></table>"	"-0.9423"	"-0.1645"	2	2898	308450	21	275	2221
1613	1613	"<table><tr><td>Micro-level field:</td><td>1613</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>ophthalmic epidemiology; british journal of ophthalmology; investigative ophthalmology & visual science; optometry and vision science; ophthalmology</td></tr><tr><td>Terms:</td><td>trachoma; low vision; vision impairment; low vision rehabilitation; older adult</td></tr></table>"	"-0.7434"	"0.0101"	2	2818	126263	21	168	2099
33	33	"<table><tr><td>Micro-level field:</td><td>33</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>osteoporosis international; bone; journal of bone and mineral research; journal of clinical densitometry; calcified tissue international</td></tr><tr><td>Terms:</td><td>quantitative ultrasound; dxa; frax; cancellous bone; dual energy x ray absorptiometry</td></tr></table>"	"-0.8093"	"-0.0049"	2	12644	629261	20	1178	3194
273	273	"<table><tr><td>Micro-level field:</td><td>273</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>sleep and breathing; journal of clinical sleep medicine; sleep; sleep medicine; chest</td></tr><tr><td>Terms:</td><td>continuous positive airway pressure; obstructive sleep apnea patient; cpap; obesity hypoventilation syndrome; cheyne stokes respiration</td></tr></table>"	"-0.8119"	"0.092"	2	6365	297435	20	996	2501
223	223	"<table><tr><td>Micro-level field:</td><td>223</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of affective disorders; journal of clinical psychiatry; psychiatric services; international journal of geriatric psychiatry; bmc psychiatry</td></tr><tr><td>Terms:</td><td>diabetes; diabetes mellitus; vortioxetine; treatment resistant depression; mirtazapine</td></tr></table>"	"-0.547"	"0.4572"	2	8465	713393	20	893	2569
663	663	"<table><tr><td>Micro-level field:</td><td>663</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>blood; experimental hematology; bone marrow transplantation; transfusion; stem cells</td></tr><tr><td>Terms:</td><td>plerixafor; ex vivo expansion; thrombopoietin; hematopoietic stem; granulocyte transfusion</td></tr></table>"	"-0.8555"	"-0.204"	2	5290	521312	20	441	2395
504	504	"<table><tr><td>Micro-level field:</td><td>504</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>surgical endoscopy and other interventional techniques; gastrointestinal endoscopy; endoscopy; world journal of gastroenterology; surgical laparoscopy endoscopy & percutaneous techniques</td></tr><tr><td>Terms:</td><td>acute cholecystitis; common bile duct stone; laparoscopic cholecystectomy; choledocholithiasis; gallstone disease</td></tr></table>"	"-0.9851"	"-0.0608"	2	4905	128038	20	403	2004
1056	1056	"<table><tr><td>Micro-level field:</td><td>1056</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>plos one; journal of developmental origins of health and disease; american journal of physiology-regulatory integrative and comparative physiology; journal of physiology-london; pediatric research</td></tr><tr><td>Terms:</td><td>developmental programming; maternal undernutrition; adulthood; early life; adult disease</td></tr></table>"	"-0.7861"	"-0.0183"	2	4893	435089	20	376	2325
522	522	"<table><tr><td>Micro-level field:</td><td>522</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>journal of cystic fibrosis; pediatric pulmonology; plos one; journal of biological chemistry; american journal of respiratory and critical care medicine</td></tr><tr><td>Terms:</td><td>cystic fibrosis; cystic; cftr; cystic fibrosis transmembrane conductance regulator; pseudomonas aeruginosa</td></tr></table>"	"-0.7798"	"-0.1532"	2	7478	364734	20	330	2588
1421	1421	"<table><tr><td>Micro-level field:</td><td>1421</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>international journal of environmental research and public health; academic medicine; bmc medical education; bmj open; plos one</td></tr><tr><td>Terms:</td><td>burnout; burnout syndrome; depression; depressive symptom; physician burnout</td></tr></table>"	"-0.4845"	"0.5682"	2	2740	173891	20	311	1734
1216	1216	"<table><tr><td>Micro-level field:</td><td>1216</td></tr><tr><td>Main fields:</td><td>Biomedical and health sciences</td></tr><tr><td>Sources:</td><td>leukemia; blood; leukemia & lymphoma; leukemia research; haematologica</td></tr><tr><td>Terms:</td><td>nilotinib; chronic myeloid leukemia patient; dasatinib; imatinib therapy; sti571</td></tr></table>"	"-0.8814"	"-0.2347"	2	3599	252462	20	287	2130
